Line,shift,Code,IO parts,NIO parts,Material,Speed,Profile,start date,start time,end date,end time,start datetime,end datetime,total produced,error rate,time span,production speed [PC / min]
104,late,4027,8205,1458,YL,20m,78.xxx,12/10/2022,13:55:00,12/10/2022,21:55:00,2022-10-12 13:55:00,2022-10-12 21:55:00,9663,0.15088481837938528,480.0,20.13125
104,night,4027,7281,592,YL,20m,78.xxx,12/10/2022,21:55:00,13/10/2022,04:12:00,2022-10-12 21:55:00,2022-10-13 04:12:00,7873,0.07519369998729836,377.0,20.883289124668433
104,early,4026,823,739,YL,20m,69.xxx,02/11/2022,05:55:00,02/11/2022,13:55:00,2022-11-02 05:55:00,2022-11-02 13:55:00,1562,0.4731113956466069,480.0,3.254166666666667
104,late,4026,7007,2554,YL,20m,69.xxx,02/11/2022,13:55:00,02/11/2022,21:55:00,2022-11-02 13:55:00,2022-11-02 21:55:00,9561,0.2671268695743123,480.0,19.91875
104,night,4026,8358,1681,YL,20m,69.xxx,02/11/2022,21:55:00,03/11/2022,05:55:00,2022-11-02 21:55:00,2022-11-03 05:55:00,10039,0.16744695686821395,480.0,20.914583333333333
104,early,4026,7144,1562,YL,20m,69.xxx,03/11/2022,05:55:00,03/11/2022,13:55:00,2022-11-03 05:55:00,2022-11-03 13:55:00,8706,0.17941649437169768,480.0,18.1375
104,late,4026,4,38,YL,20m,69.xxx,03/11/2022,13:55:00,03/11/2022,14:09:00,2022-11-03 13:55:00,2022-11-03 14:09:00,42,0.9047619047619048,14.0,3.0
104,late,4026,9098,1426,YL,20m,69.xxx,05/12/2022,13:55:00,05/12/2022,21:55:00,2022-12-05 13:55:00,2022-12-05 21:55:00,10524,0.1354998099581908,480.0,21.925
104,night,4026,9075,1263,YL,20m,69.xxx,05/12/2022,21:55:00,06/12/2022,05:55:00,2022-12-05 21:55:00,2022-12-06 05:55:00,10338,0.12217063261752757,480.0,21.5375
104,early,4026,3443,1330,YL,20m,69.xxx,06/12/2022,05:55:00,06/12/2022,09:42:00,2022-12-06 05:55:00,2022-12-06 09:42:00,4773,0.2786507437670228,227.0,21.026431718061673
104,early,4027,625,1719,YL,20m,78.xxx,12/12/2022,08:10:00,12/12/2022,13:55:00,2022-12-12 08:10:00,2022-12-12 13:55:00,2344,0.7333617747440273,345.0,6.794202898550725
104,late,4027,2020,1029,YL,20m,78.xxx,12/12/2022,13:55:00,12/12/2022,16:17:00,2022-12-12 13:55:00,2022-12-12 16:17:00,3049,0.33748770088553626,142.0,21.471830985915492
104,late,4026,5949,761,YL,20m,69.xxx,12/12/2022,16:17:00,12/12/2022,21:55:00,2022-12-12 16:17:00,2022-12-12 21:55:00,6710,0.11341281669150521,338.0,19.85207100591716
104,night,4026,8612,1260,YL,20m,69.xxx,12/12/2022,21:55:00,13/12/2022,05:55:00,2022-12-12 21:55:00,2022-12-13 05:55:00,9872,0.12763371150729336,480.0,20.566666666666666
104,early,4026,8787,1174,YL,20m,69.xxx,13/12/2022,05:55:00,13/12/2022,13:55:00,2022-12-13 05:55:00,2022-12-13 13:55:00,9961,0.11785965264531674,480.0,20.752083333333335
104,late,4026,4103,921,YL,20m,69.xxx,13/12/2022,13:55:00,13/12/2022,17:45:00,2022-12-13 13:55:00,2022-12-13 17:45:00,5024,0.1833200636942675,230.0,21.843478260869563
104,night,4027,20,1359,YL,20m,78.xxx,09/01/2024,02:12:00,09/01/2024,04:22:00,2024-01-09 02:12:00,2024-01-09 04:22:00,1379,0.9854967367657723,130.0,10.607692307692307
104,night,4026,778,944,YL,20m,69.xxx,09/01/2024,04:22:00,09/01/2024,05:55:00,2024-01-09 04:22:00,2024-01-09 05:55:00,1722,0.5481997677119629,93.0,18.516129032258064
104,early,4026,5856,4102,YL,20m,69.xxx,09/01/2024,05:55:00,09/01/2024,13:55:00,2024-01-09 05:55:00,2024-01-09 13:55:00,9958,0.4119301064470777,480.0,20.745833333333334
104,late,4026,427,110,YL,20m,69.xxx,09/01/2024,13:55:00,09/01/2024,14:20:00,2024-01-09 13:55:00,2024-01-09 14:20:00,537,0.2048417132216015,25.0,21.48
104,late,4027,5565,3585,YL,20m,78.xxx,09/01/2024,14:20:00,09/01/2024,21:55:00,2024-01-09 14:20:00,2024-01-09 21:55:00,9150,0.3918032786885246,455.0,20.10989010989011
104,night,4027,7006,2870,YL,20m,78.xxx,09/01/2024,21:55:00,10/01/2024,05:55:00,2024-01-09 21:55:00,2024-01-10 05:55:00,9876,0.29060348319157553,480.0,20.575
104,early,4027,4617,1093,YL,20m,78.xxx,10/01/2024,05:55:00,10/01/2024,10:29:00,2024-01-10 05:55:00,2024-01-10 10:29:00,5710,0.1914185639229422,274.0,20.83941605839416
104,early,4026,3036,863,YL,20m,69.xxx,10/01/2024,10:29:00,10/01/2024,13:55:00,2024-01-10 10:29:00,2024-01-10 13:55:00,3899,0.22133880482174917,206.0,18.92718446601942
104,late,4026,7890,1620,YL,20m,69.xxx,10/01/2024,13:55:00,10/01/2024,21:55:00,2024-01-10 13:55:00,2024-01-10 21:55:00,9510,0.17034700315457413,480.0,19.8125
104,night,4026,8928,979,YL,20m,69.xxx,10/01/2024,21:55:00,11/01/2024,05:55:00,2024-01-10 21:55:00,2024-01-11 05:55:00,9907,0.09881901685676794,480.0,20.639583333333334
104,early,4026,998,312,YL,20m,69.xxx,11/01/2024,05:55:00,11/01/2024,06:46:00,2024-01-11 05:55:00,2024-01-11 06:46:00,1310,0.2381679389312977,51.0,25.686274509803923
104,early,4027,6768,2700,YL,20m,78.xxx,01/02/2024,05:55:00,01/02/2024,13:55:00,2024-02-01 05:55:00,2024-02-01 13:55:00,9468,0.28517110266159695,480.0,19.725
104,late,4027,8472,1515,YL,20m,78.xxx,01/02/2024,13:55:00,01/02/2024,21:55:00,2024-02-01 13:55:00,2024-02-01 21:55:00,9987,0.15169720636827877,480.0,20.80625
104,night,4027,7513,2318,YL,20m,78.xxx,01/02/2024,21:55:00,02/02/2024,05:55:00,2024-02-01 21:55:00,2024-02-02 05:55:00,9831,0.23578476248601363,480.0,20.48125
104,early,4027,499,203,YL,20m,78.xxx,02/02/2024,05:55:00,02/02/2024,06:27:00,2024-02-02 05:55:00,2024-02-02 06:27:00,702,0.28917378917378916,32.0,21.9375
104,early,4026,5535,1522,YL,20m,69.xxx,02/02/2024,06:27:00,02/02/2024,13:55:00,2024-02-02 06:27:00,2024-02-02 13:55:00,7057,0.21567238203202493,448.0,15.752232142857142
104,late,4026,7888,2074,YL,20m,69.xxx,02/02/2024,13:55:00,02/02/2024,21:55:00,2024-02-02 13:55:00,2024-02-02 21:55:00,9962,0.20819112627986347,480.0,20.754166666666666
104,night,4026,7554,2097,YL,20m,69.xxx,02/02/2024,21:55:00,03/02/2024,05:55:00,2024-02-02 21:55:00,2024-02-03 05:55:00,9651,0.21728318308983524,480.0,20.10625
104,early,4026,4624,749,YL,20m,69.xxx,03/02/2024,05:55:00,03/02/2024,10:12:00,2024-02-03 05:55:00,2024-02-03 10:12:00,5373,0.13940070723990322,257.0,20.90661478599222
